Object1,Object1_X,Object1_Y,Object2,Object2_X,Object2_Y,Shortest_Distance,Path
Bicycle,8,8,Desk,7,0,18,"(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
Bicycle,8,8,TV,1,1,25,"(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
Fridge,7,6,Clock,3,3,26,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
Fridge,7,6,Swing,1,4,29,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
Fridge,7,6,Phonebooth,0,6,32,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Fridge,7,6,Couch,1,10,37,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Fridge,7,6,Statue,6,10,42,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
Fridge,7,6,Bicycle,8,8,46,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
Fridge,7,6,Stepladder,5,5,4,"(7, 6)->(6, 6)->(5, 6)->(5, 5)"
Fridge,7,6,Streetlamp,7,3,8,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)"
Fridge,7,6,Water cooler,9,2,11,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)"
Fridge,7,6,Desk,7,0,15,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
Fridge,7,6,TV,1,1,22,"(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
Stepladder,5,5,Clock,3,3,23,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
Stepladder,5,5,Swing,1,4,26,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
Stepladder,5,5,Phonebooth,0,6,29,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Stepladder,5,5,Couch,1,10,34,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Stepladder,5,5,Statue,6,10,39,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
Stepladder,5,5,Bicycle,8,8,43,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
Stepladder,5,5,Fridge,7,6,46,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)"
Stepladder,5,5,Streetlamp,7,3,5,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)"
Stepladder,5,5,Water cooler,9,2,8,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)"
Stepladder,5,5,Desk,7,0,12,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
Stepladder,5,5,TV,1,1,19,"(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
Streetlamp,7,3,Clock,3,3,19,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
Streetlamp,7,3,Swing,1,4,22,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
Streetlamp,7,3,Phonebooth,0,6,25,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Streetlamp,7,3,Couch,1,10,30,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Streetlamp,7,3,Statue,6,10,35,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
Streetlamp,7,3,Bicycle,8,8,39,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
Streetlamp,7,3,Fridge,7,6,42,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)"
Streetlamp,7,3,Stepladder,5,5,45,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)"
Streetlamp,7,3,Water cooler,9,2,4,"(7, 3)->(8, 3)->(9, 3)->(9, 2)"
Streetlamp,7,3,Desk,7,0,8,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
Streetlamp,7,3,TV,1,1,15,"(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
Water cooler,9,2,Clock,3,3,16,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
Water cooler,9,2,Swing,1,4,19,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
Water cooler,9,2,Phonebooth,0,6,22,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Water cooler,9,2,Couch,1,10,27,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Water cooler,9,2,Statue,6,10,32,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
Water cooler,9,2,Bicycle,8,8,36,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
Water cooler,9,2,Fridge,7,6,39,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)"
Water cooler,9,2,Stepladder,5,5,42,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)"
Water cooler,9,2,Streetlamp,7,3,46,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)"
Water cooler,9,2,Desk,7,0,5,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
Water cooler,9,2,TV,1,1,12,"(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
Desk,7,0,Clock,3,3,12,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
Desk,7,0,Swing,1,4,15,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
Desk,7,0,Phonebooth,0,6,18,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
Desk,7,0,Couch,1,10,23,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
Desk,7,0,Statue,6,10,28,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
Desk,7,0,Bicycle,8,8,32,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
Desk,7,0,Fridge,7,6,35,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)"
Desk,7,0,Stepladder,5,5,38,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)"
Desk,7,0,Streetlamp,7,3,42,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)"
Desk,7,0,Water cooler,9,2,45,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)"
Desk,7,0,TV,1,1,8,"(7, 0)->(6, 0)->(5, 0)->(4, 0)->(3, 0)->(2, 0)->(1, 0)->(1, 1)"
TV,1,1,Clock,3,3,5,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)"
TV,1,1,Swing,1,4,8,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)"
TV,1,1,Phonebooth,0,6,11,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)"
TV,1,1,Couch,1,10,16,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)"
TV,1,1,Statue,6,10,21,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)"
TV,1,1,Bicycle,8,8,25,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)"
TV,1,1,Fridge,7,6,28,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)"
TV,1,1,Stepladder,5,5,31,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)"
TV,1,1,Streetlamp,7,3,35,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)"
TV,1,1,Water cooler,9,2,38,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)"
TV,1,1,Desk,7,0,42,"(1, 1)->(1, 2)->(2, 2)->(3, 2)->(3, 3)->(3, 4)->(2, 4)->(1, 4)->(0, 4)->(0, 5)->(0, 6)->(0, 7)->(0, 8)->(0, 9)->(0, 10)->(1, 10)->(2, 10)->(3, 10)->(4, 10)->(5, 10)->(6, 10)->(7, 10)->(8, 10)->(8, 9)->(8, 8)->(8, 7)->(8, 6)->(7, 6)->(6, 6)->(5, 6)->(5, 5)->(5, 4)->(5, 3)->(6, 3)->(7, 3)->(8, 3)->(9, 3)->(9, 2)->(9, 1)->(9, 0)->(8, 0)->(7, 0)"
