SubjectName,TrialNumber,TrialName,FrechetLearn,FrechetLearnReversed,FrechetShortcut,FrechetTopo,LearnDistance,ShortcutDistance,Failure
ab25fa,15,dsp1_16,3.605551275463989,6.4031242374328485,0.0,3.605551275463989,14,10.0,0
ab25fa,16,dsp1_02,5.0,5.656854249492381,4.123105625617661,4.123105625617661,20,10.0,0
ab25fa,17,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
ab25fa,18,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
ab25fa,19,dsp1_13,5.656854249492381,5.0,0.0,4.0,28,16.0,0
ab25fa,20,dsp1_14,3.605551275463989,8.602325267042627,0.0,2.8284271247461903,14,10.0,0
AL07ME,1,dsp1_04,8.246211251235321,4.0,0.0,2.0,31,11.0,0
AL07ME,2,dsp1_17,6.708203932499369,4.0,0.0,1.0,33,9.0,0
AL07ME,3,dsp1_07,2.0,7.810249675906654,3.605551275463989,5.656854249492381,21,13.0,0
AL07ME,4,dsp1_24,4.123105625617661,7.0,0.0,3.605551275463989,17,9.0,0
AL07ME,5,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
AL07ME,6,dsp1_02,5.0,5.656854249492381,1.4142135623730951,1.4142135623730951,20,10.0,0
AL07ME,7,dsp1_13,5.656854249492381,6.4031242374328485,4.0,0.0,28,16.0,0
AL07ME,8,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
AL07ME,9,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
AL07ME,10,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
AL07ME,11,dsp1_14,3.605551275463989,8.602325267042627,0.0,2.8284271247461903,14,10.0,0
AL07ME,12,dsp1_06,7.0,4.123105625617661,3.1622776601683795,3.605551275463989,36,10.0,0
AL07ME,13,dsp1_09,5.656854249492381,6.082762530298219,0.0,1.0,31,11.0,0
AL07ME,14,dsp1_10,4.0,6.708203932499369,2.0,3.605551275463989,14,10.0,0
AL07ME,15,dsp1_03,5.0,4.0,0.0,4.0,27,15.0,0
AL07ME,16,dsp1_23,6.082762530298219,5.656854249492381,0.0,1.0,20,8.0,0
AL07ME,17,dsp1_11,4.242640687119285,6.708203932499369,1.4142135623730951,1.4142135623730951,22,4.0,0
AL07ME,18,dsp1_19,7.810249675906654,3.605551275463989,3.605551275463989,3.605551275463989,27,7.0,0
AL07ME,19,dsp1_16,3.605551275463989,8.06225774829855,4.0,3.605551275463989,14,10.0,0
AL07ME,20,dsp1_21,4.0,6.4031242374328485,0.0,5.0,15,9.0,0
AL15MA,1,dsp1_14,7.615773105863909,4.123105625617661,6.4031242374328485,4.242640687119285,14,10.0,1
AL15MA,2,dsp1_11,5.656854249492381,6.708203932499369,0.0,0.0,22,4.0,0
AL15MA,3,dsp1_22,9.219544457292887,9.899494936611665,9.219544457292887,9.219544457292887,30,8.0,1
AL15MA,4,dsp1_10,4.0,6.708203932499369,2.0,3.605551275463989,14,10.0,0
AL15MA,5,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
AL15MA,6,dsp1_24,5.385164807134504,5.656854249492381,3.605551275463989,3.605551275463989,17,9.0,0
AL15MA,7,dsp1_21,4.0,6.4031242374328485,0.0,5.0,15,9.0,0
AL15MA,8,dsp1_03,8.94427190999916,6.4031242374328485,5.656854249492381,6.4031242374328485,27,15.0,1
AL15MA,9,dsp1_06,8.48528137423857,0.0,4.0,7.0,36,10.0,0
AL15MA,10,dsp1_17,5.0,7.0710678118654755,6.0,5.0990195135927845,33,9.0,1
AL15MA,11,dsp1_19,5.0,7.615773105863909,7.211102550927978,6.4031242374328485,27,7.0,0
AL15MA,12,dsp1_23,9.219544457292887,8.48528137423857,8.48528137423857,8.48528137423857,20,8.0,1
AL15MA,13,dsp1_04,6.324555320336759,6.324555320336759,8.246211251235321,7.280109889280518,31,11.0,1
AL15MA,14,dsp1_02,7.810249675906654,8.54400374531753,6.0,6.0,20,10.0,1
AL15MA,15,dsp1_18,0.0,6.4031242374328485,4.0,0.0,13,7.0,0
AL15MA,16,dsp1_13,4.0,7.0710678118654755,5.656854249492381,5.656854249492381,28,16.0,1
AL15MA,17,dsp1_16,3.605551275463989,6.4031242374328485,0.0,3.605551275463989,14,10.0,0
AL15MA,18,dsp1_05,8.06225774829855,6.708203932499369,6.708203932499369,7.0,29,13.0,1
AL15MA,19,dsp1_07,8.246211251235321,4.0,6.708203932499369,6.4031242374328485,21,13.0,0
AL15MA,20,dsp1_09,7.0,4.0,3.1622776601683795,3.605551275463989,31,11.0,0
AN15PO,1,dsp1_21,4.0,6.4031242374328485,0.0,5.0,15,9.0,0
AN15PO,2,dsp1_05,7.810249675906654,3.605551275463989,4.0,7.0,29,13.0,0
AN15PO,3,dsp1_23,4.123105625617661,7.0,3.1622776601683795,3.605551275463989,20,8.0,0
AN15PO,4,dsp1_07,7.0,4.0,3.0,3.605551275463989,21,13.0,0
AN15PO,5,dsp1_08,7.810249675906654,3.0,5.830951894845301,5.830951894845301,28,8.0,0
AN15PO,6,dsp1_13,8.0,5.0,5.0,8.0,28,16.0,1
AN15PO,7,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
AN15PO,8,dsp1_14,5.656854249492381,6.324555320336759,3.605551275463989,3.605551275463989,14,10.0,0
AN15PO,9,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
AN15PO,10,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
AN15PO,11,dsp1_11,5.656854249492381,6.708203932499369,3.605551275463989,3.605551275463989,22,4.0,0
AN15PO,12,dsp1_17,8.602325267042627,2.0,3.605551275463989,3.605551275463989,33,9.0,0
AN15PO,13,dsp1_03,4.0,5.0990195135927845,5.0,5.0990195135927845,27,15.0,0
AN15PO,14,dsp1_16,3.605551275463989,8.06225774829855,4.0,3.605551275463989,14,10.0,0
AN15PO,15,dsp1_02,4.0,6.708203932499369,6.4031242374328485,6.4031242374328485,20,10.0,0
AN15PO,16,dsp1_24,4.0,7.211102550927978,3.0,5.656854249492381,17,9.0,0
AN15PO,17,dsp1_10,4.0,6.708203932499369,3.605551275463989,1.0,14,10.0,0
AN15PO,18,dsp1_19,4.0,6.082762530298219,6.082762530298219,6.082762530298219,27,7.0,0
AN15PO,19,dsp1_09,8.602325267042627,3.0,4.123105625617661,4.123105625617661,31,11.0,0
AN15PO,20,dsp1_04,8.246211251235321,4.0,0.0,2.0,31,11.0,0
AU23KI,1,dsp1_04,8.246211251235321,4.0,0.0,2.0,31,11.0,0
AU23KI,2,dsp1_21,5.0,5.0,5.0,5.0,15,9.0,0
AU23KI,3,dsp1_11,6.708203932499369,4.0,4.242640687119285,4.242640687119285,22,4.0,0
AU23KI,4,dsp1_07,7.0,4.0,3.0,3.605551275463989,21,13.0,0
AU23KI,5,dsp1_17,8.602325267042627,2.0,3.605551275463989,3.605551275463989,33,9.0,0
AU23KI,6,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
AU23KI,7,dsp1_10,2.0,7.810249675906654,1.4142135623730951,3.605551275463989,14,10.0,0
AU23KI,8,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
AU23KI,9,dsp1_19,6.708203932499369,4.0,0.0,1.0,27,7.0,0
AU23KI,10,dsp1_09,5.656854249492381,6.082762530298219,0.0,1.0,31,11.0,0
AU23KI,11,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
AU23KI,12,dsp1_13,6.324555320336759,3.0,4.242640687119285,4.242640687119285,28,16.0,0
AU23KI,13,dsp1_23,6.082762530298219,5.656854249492381,0.0,1.0,20,8.0,0
AU23KI,14,dsp1_02,8.246211251235321,3.605551275463989,3.605551275463989,3.605551275463989,20,10.0,0
AU23KI,15,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
AU23KI,16,dsp1_24,4.123105625617661,7.0,0.0,3.605551275463989,17,9.0,0
AU23KI,17,dsp1_14,5.656854249492381,5.830951894845301,4.0,2.0,14,10.0,0
AU23KI,18,dsp1_03,8.246211251235321,4.0,4.0,4.0,27,15.0,0
AU23KI,19,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
AU23KI,20,dsp1_16,3.605551275463989,6.4031242374328485,1.0,3.605551275463989,14,10.0,0
AU24FR,1,dsp1_17,6.082762530298219,7.615773105863909,6.708203932499369,6.708203932499369,33,9.0,1
AU24FR,2,dsp1_23,0.0,8.48528137423857,6.082762530298219,6.4031242374328485,20,8.0,0
AU24FR,3,dsp1_04,2.0,6.4031242374328485,8.246211251235321,8.0,31,11.0,0
AU24FR,4,dsp1_22,6.4031242374328485,6.4031242374328485,6.4031242374328485,6.4031242374328485,30,8.0,1
AU24FR,5,dsp1_09,2.0,8.94427190999916,5.656854249492381,5.656854249492381,31,11.0,1
AU24FR,6,dsp1_13,4.0,8.246211251235321,5.656854249492381,5.656854249492381,28,16.0,0
AU24FR,7,dsp1_19,4.0,6.082762530298219,6.082762530298219,6.082762530298219,27,7.0,0
AU24FR,8,dsp1_10,4.0,4.242640687119285,3.605551275463989,3.605551275463989,14,10.0,0
AU24FR,9,dsp1_24,0.0,8.48528137423857,4.123105625617661,6.4031242374328485,17,9.0,0
AU24FR,10,dsp1_21,8.246211251235321,8.246211251235321,8.246211251235321,8.246211251235321,15,9.0,1
AU24FR,11,dsp1_11,5.656854249492381,6.708203932499369,0.0,0.0,22,4.0,0
AU24FR,12,dsp1_02,6.324555320336759,6.708203932499369,6.4031242374328485,6.4031242374328485,20,10.0,1
AU24FR,13,dsp1_03,10.44030650891055,10.770329614269007,10.44030650891055,10.770329614269007,27,15.0,1
AU24FR,14,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
AU24FR,15,dsp1_16,3.605551275463989,6.4031242374328485,0.0,3.605551275463989,14,10.0,0
AU24FR,16,dsp1_14,8.06225774829855,3.605551275463989,7.0710678118654755,5.830951894845301,14,10.0,0
AU24FR,17,dsp1_06,4.0,6.708203932499369,6.324555320336759,5.656854249492381,36,10.0,0
AU24FR,18,dsp1_07,2.0,7.810249675906654,3.605551275463989,5.656854249492381,21,13.0,0
AU24FR,19,dsp1_05,2.0,7.810249675906654,5.0,3.605551275463989,29,13.0,0
AU24FR,20,dsp1_18,1.0,6.4031242374328485,4.0,1.0,13,7.0,0
AV16ME,1,dsp1_18,1.0,5.830951894845301,4.0,1.0,13,7.0,0
AV16ME,2,dsp1_14,0.0,9.899494936611665,3.605551275463989,5.0,14,10.0,0
AV16ME,3,dsp1_10,10.04987562112089,8.06225774829855,9.433981132056603,8.06225774829855,14,10.0,1
AV16ME,4,dsp1_03,6.324555320336759,6.4031242374328485,5.0,6.4031242374328485,27,15.0,1
AV16ME,5,dsp1_07,0.0,7.810249675906654,4.0,5.656854249492381,21,13.0,0
AV16ME,6,dsp1_17,4.242640687119285,5.830951894845301,5.0,5.0,33,9.0,1
AV16ME,7,dsp1_02,0.0,6.708203932499369,6.4031242374328485,6.4031242374328485,20,10.0,0
AV16ME,8,dsp1_19,7.810249675906654,0.0,4.0,5.0,27,7.0,0
AV16ME,9,dsp1_06,7.0,4.123105625617661,3.1622776601683795,3.605551275463989,36,10.0,0
AV16ME,10,dsp1_11,5.656854249492381,6.324555320336759,5.0,5.0,22,4.0,1
AV16ME,11,dsp1_05,0.0,7.810249675906654,5.0,5.0,29,13.0,1
AV16ME,12,dsp1_09,3.1622776601683795,8.246211251235321,4.0,3.605551275463989,31,11.0,0
AV16ME,13,dsp1_21,6.4031242374328485,6.324555320336759,6.4031242374328485,5.656854249492381,15,9.0,1
AV16ME,14,dsp1_24,7.810249675906654,4.0,7.0,3.605551275463989,17,9.0,0
AV16ME,15,dsp1_16,0.0,6.4031242374328485,3.605551275463989,0.0,14,10.0,0
AV16ME,16,dsp1_23,6.082762530298219,5.656854249492381,0.0,1.0,20,8.0,0
AV16ME,17,dsp1_08,4.0,7.810249675906654,4.0,3.605551275463989,28,8.0,0
AV16ME,18,dsp1_22,6.4031242374328485,6.082762530298219,6.0,6.0,30,8.0,1
AV16ME,19,dsp1_04,0.0,6.4031242374328485,8.246211251235321,8.0,31,11.0,0
AV16ME,20,dsp1_13,6.4031242374328485,0.0,5.0,6.4031242374328485,28,16.0,0
BE10AH,1,dsp1_16,3.605551275463989,8.06225774829855,4.0,3.605551275463989,14,10.0,0
BE10AH,2,dsp1_11,5.656854249492381,6.708203932499369,0.0,0.0,22,4.0,0
BE10AH,3,dsp1_17,6.708203932499369,4.0,0.0,1.0,33,9.0,0
BE10AH,4,dsp1_24,4.0,7.211102550927978,3.0,5.656854249492381,17,9.0,0
BE10AH,5,dsp1_07,4.0,6.708203932499369,0.0,3.0,21,13.0,0
BE10AH,6,dsp1_02,6.4031242374328485,5.656854249492381,0.0,0.0,20,10.0,0
BE10AH,7,dsp1_14,3.605551275463989,8.602325267042627,0.0,2.8284271247461903,14,10.0,0
BE10AH,8,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
BE10AH,9,dsp1_19,6.708203932499369,4.0,0.0,1.0,27,7.0,0
BE10AH,10,dsp1_13,5.656854249492381,5.0,1.0,4.0,28,16.0,0
BE10AH,11,dsp1_21,4.0,6.4031242374328485,0.0,5.0,15,9.0,0
BE10AH,12,dsp1_09,5.656854249492381,6.082762530298219,0.0,1.0,31,11.0,0
BE10AH,13,dsp1_04,8.246211251235321,4.0,0.0,2.0,31,11.0,0
BE10AH,14,dsp1_03,5.0,4.0,0.0,4.0,27,15.0,0
BE10AH,15,dsp1_23,6.082762530298219,5.656854249492381,0.0,1.0,20,8.0,0
BE10AH,16,dsp1_10,4.0,6.708203932499369,2.0,3.605551275463989,14,10.0,0
BE10AH,17,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
BE10AH,18,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
BE10AH,19,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
BE10AH,20,dsp1_05,5.0,4.242640687119285,3.1622776601683795,3.605551275463989,29,13.0,0
BI05IL,1,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
BI05IL,2,dsp1_07,5.0,4.242640687119285,3.0,3.605551275463989,21,13.0,0
BI05IL,3,dsp1_14,4.0,6.708203932499369,2.8284271247461903,1.0,14,10.0,0
BI05IL,4,dsp1_02,4.0,6.708203932499369,4.242640687119285,4.242640687119285,20,10.0,0
BI05IL,5,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
BI05IL,6,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
BI05IL,7,dsp1_17,6.708203932499369,4.0,0.0,1.0,33,9.0,0
BI05IL,8,dsp1_03,5.0,4.0,0.0,4.0,27,15.0,0
BI05IL,9,dsp1_21,4.0,6.4031242374328485,0.0,5.0,15,9.0,0
BI05IL,10,dsp1_11,4.242640687119285,6.708203932499369,1.4142135623730951,1.4142135623730951,22,4.0,0
BI05IL,11,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
BI05IL,12,dsp1_16,3.605551275463989,8.06225774829855,4.0,3.605551275463989,14,10.0,0
BI05IL,13,dsp1_23,4.123105625617661,7.0,3.1622776601683795,3.605551275463989,20,8.0,0
BI05IL,14,dsp1_13,5.656854249492381,5.0,0.0,4.0,28,16.0,0
BI05IL,15,dsp1_04,8.246211251235321,4.0,0.0,2.0,31,11.0,0
BI05IL,16,dsp1_09,4.0,6.708203932499369,3.1622776601683795,3.1622776601683795,31,11.0,0
BI05IL,17,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
BI05IL,18,dsp1_24,4.123105625617661,7.0,0.0,3.605551275463989,17,9.0,0
BI05IL,19,dsp1_19,6.708203932499369,4.0,0.0,1.0,27,7.0,0
BI05IL,20,dsp1_10,2.0,7.810249675906654,0.0,3.605551275463989,14,10.0,0
BR17CH,1,dsp1_02,4.0,6.708203932499369,4.242640687119285,4.242640687119285,20,10.0,0
BR17CH,2,dsp1_18,0.0,6.4031242374328485,4.0,0.0,13,7.0,0
BR17CH,3,dsp1_11,5.656854249492381,6.708203932499369,1.0,1.0,22,4.0,0
BR17CH,4,dsp1_08,5.656854249492381,6.0,0.0,1.0,28,8.0,0
BR17CH,5,dsp1_19,6.708203932499369,4.0,0.0,1.0,27,7.0,0
BR17CH,6,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
BR17CH,7,dsp1_24,4.0,7.211102550927978,4.242640687119285,5.656854249492381,17,9.0,0
BR17CH,8,dsp1_03,7.810249675906654,6.4031242374328485,5.830951894845301,6.4031242374328485,27,15.0,1
BR17CH,9,dsp1_14,4.0,6.708203932499369,2.23606797749979,2.0,14,10.0,0
BR17CH,10,dsp1_22,6.708203932499369,5.656854249492381,0.0,0.0,30,8.0,0
BR17CH,11,dsp1_09,5.0,5.830951894845301,4.123105625617661,4.123105625617661,31,11.0,0
BR17CH,12,dsp1_10,4.0,4.242640687119285,3.605551275463989,3.605551275463989,14,10.0,0
BR17CH,13,dsp1_05,2.0,7.810249675906654,5.0,3.605551275463989,29,13.0,0
BR17CH,14,dsp1_07,4.0,6.708203932499369,0.0,3.0,21,13.0,0
BR17CH,15,dsp1_04,4.0,5.0990195135927845,8.246211251235321,7.280109889280518,31,11.0,0
BR17CH,16,dsp1_16,3.605551275463989,8.06225774829855,4.0,3.605551275463989,14,10.0,0
BR17CH,17,dsp1_17,8.602325267042627,2.0,3.605551275463989,3.605551275463989,33,9.0,0
BR17CH,18,dsp1_21,6.4031242374328485,4.0,6.4031242374328485,5.656854249492381,15,9.0,0
BR17CH,19,dsp1_13,5.0990195135927845,3.0,4.242640687119285,4.242640687119285,28,16.0,0
BR17CH,20,dsp1_23,6.082762530298219,5.656854249492381,0.0,1.0,20,8.0,0
br19br,1,dsp1_18,4.123105625617661,5.0,4.47213595499958,4.123105625617661,13,7.0,0
br19br,2,dsp1_23,4.0,7.211102550927978,6.082762530298219,6.082762530298219,20,8.0,0
br19br,3,dsp1_17,8.602325267042627,3.0,3.605551275463989,3.605551275463989,33,9.0,0
br19br,4,dsp1_10,2.8284271247461903,6.708203932499369,2.0,3.605551275463989,14,10.0,0
br19br,5,dsp1_04,4.0,6.4031242374328485,8.246211251235321,8.0,31,11.0,0
br19br,6,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
br19br,7,dsp1_21,4.242640687119285,6.4031242374328485,3.1622776601683795,3.0,15,9.0,0
br19br,8,dsp1_16,4.123105625617661,5.0,4.123105625617661,4.123105625617661,14,10.0,0
br19br,9,dsp1_08,6.4031242374328485,4.242640687119285,3.0,3.605551275463989,28,8.0,0
br19br,10,dsp1_09,8.94427190999916,0.0,6.082762530298219,6.4031242374328485,31,11.0,0
br19br,11,dsp1_07,7.0,4.0,3.0,3.605551275463989,21,13.0,0
br19br,12,dsp1_22,4.123105625617661,6.324555320336759,4.242640687119285,4.242640687119285,30,8.0,0
br19br,13,dsp1_13,5.656854249492381,6.4031242374328485,4.0,2.23606797749979,28,16.0,0
br19br,14,dsp1_05,8.06225774829855,5.385164807134504,5.0990195135927845,5.0,29,13.0,1
br19br,15,dsp1_14,3.605551275463989,8.602325267042627,0.0,2.8284271247461903,14,10.0,0
br19br,16,dsp1_11,5.656854249492381,6.708203932499369,3.0,3.0,22,4.0,0
br19br,17,dsp1_24,4.0,7.211102550927978,3.1622776601683795,5.656854249492381,17,9.0,0
br19br,18,dsp1_19,4.242640687119285,5.0,3.1622776601683795,3.605551275463989,27,7.0,0
br19br,19,dsp1_02,3.605551275463989,5.0990195135927845,4.242640687119285,4.242640687119285,20,10.0,1
br19br,20,dsp1_03,3.0,5.0990195135927845,5.0,5.0990195135927845,27,15.0,0
br19fr,1,dsp1_04,4.0,5.0990195135927845,8.246211251235321,7.280109889280518,31,11.0,1
br19fr,2,dsp1_08,7.810249675906654,3.0,5.830951894845301,5.830951894845301,28,8.0,0
br19fr,3,dsp1_24,0.0,8.48528137423857,4.123105625617661,6.4031242374328485,17,9.0,0
br19fr,4,dsp1_22,3.0,6.324555320336759,5.830951894845301,5.830951894845301,30,8.0,1
br19fr,5,dsp1_03,4.0,6.4031242374328485,5.0,6.4031242374328485,27,15.0,0
br19fr,6,dsp1_06,7.211102550927978,4.0,0.0,5.0,36,10.0,0
br19fr,7,dsp1_09,5.656854249492381,5.0,4.123105625617661,4.123105625617661,31,11.0,0
br19fr,8,dsp1_02,3.0,6.708203932499369,4.242640687119285,4.242640687119285,20,10.0,0
br19fr,9,dsp1_23,3.0,8.48528137423857,4.123105625617661,4.123105625617661,20,8.0,0
br19fr,10,dsp1_10,4.0,6.708203932499369,2.0,3.605551275463989,14,10.0,0
br19fr,11,dsp1_18,4.0,8.246211251235321,1.0,4.0,13,7.0,0
br19fr,12,dsp1_07,4.0,6.708203932499369,0.0,3.0,21,13.0,0
br19fr,13,dsp1_11,5.656854249492381,6.324555320336759,1.0,1.0,22,4.0,0
br19fr,14,dsp1_21,6.082762530298219,5.656854249492381,5.0,0.0,15,9.0,0
br19fr,15,dsp1_13,5.0990195135927845,4.123105625617661,4.242640687119285,4.242640687119285,28,16.0,1
br19fr,16,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
br19fr,17,dsp1_17,8.602325267042627,2.0,3.605551275463989,3.605551275463989,33,9.0,0
br19fr,18,dsp1_19,7.810249675906654,3.605551275463989,3.605551275463989,3.605551275463989,27,7.0,1
br19fr,19,dsp1_14,4.0,6.708203932499369,4.0,2.0,14,10.0,0
br19fr,20,dsp1_16,3.605551275463989,6.4031242374328485,2.0,3.605551275463989,14,10.0,0
BR20CO,1,dsp1_03,2.0,6.4031242374328485,5.0,6.4031242374328485,27,15.0,0
BR20CO,2,dsp1_17,4.0,8.602325267042627,6.708203932499369,6.708203932499369,33,9.0,0
BR20CO,3,dsp1_19,3.605551275463989,7.810249675906654,6.708203932499369,6.708203932499369,27,7.0,0
BR20CO,4,dsp1_06,8.48528137423857,4.123105625617661,4.123105625617661,6.4031242374328485,36,10.0,0
BR20CO,5,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
BR20CO,6,dsp1_16,4.0,6.082762530298219,4.0,4.0,14,10.0,0
BR20CO,7,dsp1_23,4.0,6.324555320336759,6.082762530298219,6.324555320336759,20,8.0,0
BR20CO,8,dsp1_02,3.0,6.708203932499369,4.242640687119285,4.242640687119285,20,10.0,0
BR20CO,9,dsp1_21,6.082762530298219,5.656854249492381,5.0,0.0,15,9.0,0
BR20CO,10,dsp1_07,7.0,4.0,3.0,3.605551275463989,21,13.0,0
BR20CO,11,dsp1_13,6.4031242374328485,1.0,5.0,6.4031242374328485,28,16.0,0
BR20CO,12,dsp1_14,4.0,6.708203932499369,2.23606797749979,2.23606797749979,14,10.0,0
BR20CO,13,dsp1_09,8.94427190999916,0.0,6.082762530298219,6.4031242374328485,31,11.0,0
BR20CO,14,dsp1_04,8.246211251235321,4.0,1.0,2.0,31,11.0,0
BR20CO,15,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
BR20CO,16,dsp1_24,4.123105625617661,7.0,0.0,3.605551275463989,17,9.0,0
BR20CO,17,dsp1_11,3.0,6.708203932499369,5.656854249492381,5.656854249492381,22,4.0,0
BR20CO,18,dsp1_10,2.0,7.810249675906654,0.0,3.605551275463989,14,10.0,0
BR20CO,19,dsp1_08,7.810249675906654,3.0,5.830951894845301,5.830951894845301,28,8.0,0
BR20CO,20,dsp1_22,4.0,7.0710678118654755,6.708203932499369,6.708203932499369,30,8.0,0
BR21FR,1,dsp1_16,3.605551275463989,6.4031242374328485,0.0,3.605551275463989,14,10.0,0
BR21FR,2,dsp1_05,5.0,4.0,0.0,5.0,29,13.0,0
BR21FR,3,dsp1_10,4.0,6.708203932499369,3.0,3.605551275463989,14,10.0,0
BR21FR,4,dsp1_18,4.0,8.246211251235321,0.0,4.0,13,7.0,0
BR21FR,5,dsp1_17,8.602325267042627,2.0,3.605551275463989,3.605551275463989,33,9.0,0
BR21FR,6,dsp1_21,4.242640687119285,6.4031242374328485,3.1622776601683795,3.0,15,9.0,0
