Subject,Trial,Estimation Error
ca16he,12,19.411879999999996
ca16he,13,90.02587
ca16he,14,89.19709999999998
ca16he,15,73.07389999999998
ca16he,16,0.3953999999999951
ca16he,17,147.3719
ca16he,18,118.97340000000001
ca16he,19,82.62920000000003
ca16he,20,54.78800000000001
ca16he,21,43.223839999999996
ca16he,22,41.99140999999999
CH06ZA,3,18.29204
CH06ZA,4,10.144200000000012
CH06ZA,5,15.861999999999995
CH06ZA,6,52.22810000000001
CH06ZA,7,37.561980000000005
CH06ZA,8,172.21235
CH06ZA,9,6.9787000000000035
CH06ZA,10,33.15244
CH06ZA,11,12.491409999999988
CH06ZA,12,95.92413
CH06ZA,13,175.37429999999998
CH06ZA,14,50.273889999999994
CH06ZA,15,31.979300000000023
CH06ZA,16,6.647199999999998
CH06ZA,17,59.7739
CH06ZA,18,1.4311999999999898
CH06ZA,19,61.15835000000004
CH06ZA,20,64.93549999999999
CH06ZA,21,17.976699999999994
CH06ZA,22,61.34530000000001
ch12cr,3,84.02790000000002
ch12cr,4,5.079200000000014
ch12cr,5,35.90867000000001
ch12cr,6,75.31460000000001
ch12cr,7,7.094200000000001
ch12cr,8,18.061980000000005
ch12cr,9,72.52382999999998
ch12cr,10,20.754599999999982
ch12cr,11,16.5788
ch12cr,12,41.5621
ch12cr,13,35.6583
ch12cr,14,62.9734
ch12cr,15,76.47389999999999
ch12cr,16,69.28760000000003
ch12cr,17,6.775599999999997
ch12cr,18,70.31880999999998
ch12cr,19,45.82403000000001
ch12cr,20,4.396999999999991
ch12cr,21,120.79771
ch12cr,22,19.142031
CI13GA,3,28.84111
CI13GA,4,78.1356
CI13GA,5,15.45580000000001
CI13GA,6,51.65243999999999
CI13GA,7,36.27920000000003
CI13GA,8,57.0266
CI13GA,9,115.03790000000001
CI13GA,10,98.7243
CI13GA,11,39.108180000000004
CI13GA,12,39.587999999999994
CI13GA,13,67.22810000000001
CI13GA,14,40.147130000000004
CI13GA,15,26.104600000000005
CI13GA,16,100.91188
CI13GA,17,1.6580399999999997
CI13GA,18,32.93119999999999
CI13GA,19,73.42388
CI13GA,20,91.17403
CI13GA,21,36.82869999999997
CI13GA,22,9.17610000000002
CL26RO,3,48.541309999999996
CL26RO,4,13.635500000000008
CL26RO,5,113.48760000000001
CL26RO,6,23.168799999999976
CL26RO,7,94.97596999999996
CL26RO,8,46.40798000000001
CL26RO,9,6.928899999999999
CL26RO,10,0.8471000000000117
CL26RO,11,8.5942
CL26RO,12,50.32389999999998
CL26RO,13,49.561980000000005
CL26RO,14,34.27089999999998
CL26RO,15,26.25828
CL26RO,16,94.27811000000001
CL26RO,17,26.512
CL26RO,18,131.90461
CL26RO,19,7.3476
CL26RO,20,179.92569999999998
CL26RO,21,15.126599999999996
CL26RO,22,70.62389999999999
DA17HA,3,9.978799999999978
DA17HA,4,44.27920000000003
DA17HA,5,22.88130000000001
DA17HA,6,34.25235
DA17HA,7,79.108
DA17HA,8,76.67810000000001
DA17HA,9,99.06198
DA17HA,10,60.32389999999998
DA17HA,11,2.0557999999999765
DA17HA,12,33.9734
DA17HA,13,29.595400000000012
DA17HA,14,104.37432
DA17HA,15,47.32389999999998
DA17HA,16,7.302900000000022
DA17HA,17,37.14140999999999
DA17HA,18,1.1620000000000061
DA17HA,19,27.308290000000003
DA17HA,20,71.61240000000001
DA17HA,21,121.17403
DA17HA,22,95.98559999999999
EM21TA,3,46.329200000000014
EM21TA,4,53.31179999999999
EM21TA,5,86.92811000000002
EM21TA,6,28.878800000000012
EM21TA,7,105.08538
EM21TA,8,13.026099999999985
EM21TA,9,14.19550000000001
EM21TA,10,104.3735
EM21TA,11,30.531200000000013
EM21TA,12,111.15239
EM21TA,13,47.04141
EM21TA,14,23.858
EM21TA,15,174.67413
EM21TA,16,117.7623
EM21TA,17,16.605799999999988
EM21TA,18,73.07431
EM21TA,19,50.74711000000002
EM21TA,20,62.523919999999976
EM21TA,21,37.311980000000005
EM21TA,22,90.15835000000004
EV23VA,3,88.06885
EV23VA,4,2.335499999999996
EV23VA,5,15.373852999999997
EV23VA,6,19.59710000000001
EV23VA,7,3.9582499999999996
EV23VA,8,5.071999999999974
EV23VA,9,3.6377999999999986
EV23VA,10,33.77598999999999
EV23VA,11,21.826099999999997
EV23VA,12,8.555600000000027
EV23VA,13,33.47579999999999
EV23VA,14,15.6233
EV23VA,15,14.262079999999997
EV23VA,16,4.361999999999995
EV23VA,17,4.9586200000000105
EV23VA,18,8.607980000000001
EV23VA,19,23.920799999999986
EV23VA,20,15.0454
EV23VA,21,88.89760999999999
EV23VA,22,4.721299999999985
gi01ca,3,57.34140999999998
gi01ca,4,113.55456999999998
gi01ca,5,72.02596999999997
gi01ca,6,98.91198
gi01ca,7,61.57391999999999
gi01ca,8,16.47659999999999
gi01ca,9,55.42920000000004
gi01ca,10,89.02803000000002
gi01ca,11,101.20238999999998
gi01ca,12,27.16198
gi01ca,13,30.35836
gi01ca,14,130.23541
gi01ca,15,175.62570000000002
gi01ca,16,82.1739
gi01ca,17,22.79710240000003
gi01ca,18,23.941899999999976
gi01ca,19,24.97879999999998
gi01ca,20,136.1376
gi01ca,21,24.305799999999977
gi01ca,22,2.18119999999999
GR25BE,3,37.77370000000002
GR25BE,4,85.57428
GR25BE,5,57.74712999999997
GR25BE,6,59.10842750031
GR25BE,7,34.82393999999999
GR25BE,8,90.72808
GR25BE,9,178.49540000000002
GR25BE,10,22.028700000000015
GR25BE,11,97.26187999999999
GR25BE,12,36.42920000000004
GR25BE,13,63.268849999999986
GR25BE,14,32.03790000000001
GR25BE,15,9.985500000000002
GR25BE,16,16.642001999999998
GR25BE,17,5.3057999999999765
GR25BE,18,42.741309999999984
GR25BE,19,131.07403
GR25BE,20,63.9624
GR25BE,21,96.42340000000002
GR25BE,22,84.50238999999999
HA05KO,3,75.87392
HA05KO,4,22.411879999999996
HA05KO,5,5.0580099999999995
HA05KO,6,48.6121
HA05KO,7,108.70455
HA05KO,8,69.6354
HA05KO,9,27.447039000000018
HA05KO,10,49.53140000000002
HA05KO,11,22.62360000000001
HA05KO,12,13.128800000000012
HA05KO,13,37.02920000000003
HA05KO,14,3.108700000000013
HA05KO,15,43.72593
HA05KO,16,0.244199999999978
HA05KO,17,178.08752
HA05KO,18,29.324299999999994
HA05KO,19,81.72802000000001
HA05KO,20,72.57389999999998
HA05KO,21,27.102379999999997
HA05KO,22,54.458364
HA25SH,3,65.5453
HA25SH,4,11.95580000000001
HA25SH,5,19.575700000000012
HA25SH,6,47.13130000000001
HA25SH,7,73.0239
HA25SH,8,25.188000000000017
HA25SH,9,9.508109999999999
HA25SH,10,77.47596999999996
HA25SH,11,73.22810000000001
HA25SH,12,43.879200000000026
HA25SH,13,55.073999999999955
HA25SH,14,30.047093000000018
HA25SH,15,62.60834999999997
HA25SH,16,39.69121
HA25SH,17,40.476699999999965
HA25SH,18,78.41239999999999
HA25SH,19,61.21198000000001
HA25SH,20,26.464500000000015
HA25SH,21,42.27109999999999
HA25SH,22,85.19781
HE29FI,3,23.69706100000002
HE29FI,4,56.24540000000002
HE29FI,5,73.3355
HE29FI,6,116.37413
HE29FI,7,58.32389999999998
HE29FI,8,2.525800000000004
HE29FI,9,32.12820000000002
HE29FI,10,31.24761000000001
HE29FI,11,17.942022
HE29FI,12,71.37392999999997
HE29FI,13,50.041309999999996
HE29FI,14,49.673400000000015
HE29FI,15,6.855799999999988
HE29FI,16,62.78120000000001
HE29FI,17,5.4879999999999995
HE29FI,18,46.10833
HE29FI,19,38.47920000000002
HE29FI,20,63.737600000000015
HE29FI,21,12.328800000000001
HE29FI,22,43.98799
IS04LI,3,78.12369999999999
IS04LI,4,109.88544
IS04LI,5,51.14140999999999
IS04LI,6,81.32439
IS04LI,7,8.555700000000002
IS04LI,8,165.29540000000003
IS04LI,9,11.252900000000011
IS04LI,10,0.23120000000000118
IS04LI,11,115.96188
IS04LI,12,64.60248999999999
IS04LI,13,44.42920000000004
IS04LI,14,56.708347
IS04LI,15,28.77340000000001
IS04LI,16,49.87119999999999
IS04LI,17,114.71198000000001
IS04LI,18,8.14208
IS04LI,19,108.76219999999999
IS04LI,20,42.87413000000001
IS04LI,21,65.22389999999996
IS04LI,22,109.02797000000001
JA13SI,3,10.50226
JA13SI,4,54.62810000000002
JA13SI,5,14.578800000000001
JA13SI,6,17.762079999999997
JA13SI,7,5.2353999999999985
JA13SI,8,17.558600000000013
JA13SI,9,102.1258
JA13SI,10,32.43130000000002
JA13SI,11,58.347260000000006
JA13SI,12,21.023869999999988
JA13SI,13,121.41196
JA13SI,14,30.17900000000003
JA13SI,15,15.42610000000002
JA13SI,16,27.442099999999982
JA13SI,17,36.45834
JA13SI,18,16.862400000000008
JA13SI,19,58.2258709
JA13SI,20,39.0454
JA13SI,21,15.976699999999994
JA13SI,22,44.44420000000002
JA21AC,3,11.844299999999976
JA21AC,4,54.36188000000001
JA21AC,5,7.345400000000012
JA21AC,6,85.45835
JA21AC,7,18.625699999999995
JA21AC,8,8.118800000000022
JA21AC,9,2.376100000000008
JA21AC,10,59.14708999999999
JA21AC,11,3.4259099999999947
JA21AC,12,4.473399999999998
JA21AC,13,129.31239
JA21AC,14,96.8355
JA21AC,15,93.40239
JA21AC,16,37.691410000000005
JA21AC,17,8.328800000000001
JA21AC,18,16.078000000000003
JA21AC,19,35.673929999999984
JA21AC,20,60.70801
JA21AC,21,46.82079999999996
JA21AC,22,44.861999999999995
Ji18Fe,3,49.52910000000003
Ji18Fe,4,47.59140999999998
Ji18Fe,5,12.0257
Ji18Fe,6,41.108270000000005
Ji18Fe,7,18.235500000000002
Ji18Fe,8,12.771899999999988
Ji18Fe,9,52.89420000000001
Ji18Fe,10,1.821200000000033
Ji18Fe,11,119.12413
Ji18Fe,12,20.554699999999997
Ji18Fe,13,95.0377
Ji18Fe,14,0.8379800000000017
Ji18Fe,15,56.388000000000005
Ji18Fe,16,24.44706100000002
Ji18Fe,17,46.452400000000004
Ji18Fe,18,24.43119999999999
Ji18Fe,19,5.276099999999985
Ji18Fe,20,37.726500000000016
Ji18Fe,21,17.792054
Ji18Fe,22,33.673929999999984
jo21ho,3,10.644299999999987
jo21ho,4,91.61188000000001
jo21ho,5,7.687600000000003
jo21ho,6,50.64140999999999
jo21ho,7,0.4920200000000001
jo21ho,8,17.904599999999988
jo21ho,9,82.87393000000002
jo21ho,10,118.31882999999999
jo21ho,11,38.72384999999997
jo21ho,12,62.223899999999986
jo21ho,13,3.538000000000011
jo21ho,14,70.35834999999997
jo21ho,15,4.3788000000000125
jo21ho,16,110.18545
jo21ho,17,56.57910000000004
jo21ho,18,98.24770999999998
jo21ho,19,46.72810000000001
jo21ho,20,0.7735000000000127
jo21ho,21,3.102899999999977
jo21ho,22,87.67429
JU04BA,3,61.62910000000002
JU04BA,4,87.86188000000001
JU04BA,5,25.80838
JU04BA,6,18.9058
JU04BA,7,113.52814000000001
JU04BA,8,36.32660000000001
JU04BA,9,68.47393
JU04BA,10,73.68800000000002
JU04BA,11,71.74140999999999
JU04BA,12,91.47579999999999
JU04BA,13,121.31241
JU04BA,14,167.4687
JU04BA,15,4.05449999999999
JU04BA,16,52.25290000000001
JU04BA,17,40.92879999999997
JU04BA,18,95.60238999999999
JU04BA,19,74.72403000000001
JU04BA,20,60.60807
JU04BA,21,115.5738
JU04BA,22,154.18547999999998
KA15AN,3,2.7239999999999895
KA15AN,4,49.173959999999965
KA15AN,5,3.142039999999998
KA15AN,6,13.105799999999988
KA15AN,7,9.678799999999967
KA15AN,8,61.2124
KA15AN,9,10.5745
KA15AN,10,101.17423000000001
KA15AN,11,43.9314
KA15AN,12,16.0471
KA15AN,13,59.71198000000001
KA15AN,14,31.579200000000014
KA15AN,15,40.358360000000005
KA15AN,16,45.337999999999994
KA15AN,17,75.27810000000001
KA15AN,18,89.75238999999999
KA15AN,19,17.441509999999994
KA15AN,20,42.585499999999996
KA15AN,21,56.49540000000002
KA15AN,22,36.7235
KE17FI,3,11.57869999999997
KE17FI,4,23.625699999999995
KE17FI,5,16.438000000000017
KE17FI,6,3.6082600000000014
KE17FI,7,22.345500000000015
KE17FI,8,13.337940000000003
KE17FI,9,9.531299999999987
KE17FI,10,29.764499999999998
KE17FI,11,30.375939999999996
KE17FI,12,32.42388999999997
KE17FI,13,7.026099999999985
KE17FI,14,12.142019999999999
KE17FI,15,8.002429999999997
KE17FI,16,4.25855
KE17FI,17,3.2293000000000234
KE17FI,18,0.11240000000000805
KE17FI,19,5.147100000000023
KE17FI,20,6.576699999999988
KE17FI,21,20.22199999999998
KE17FI,22,10.755800000000022
LA27WA,3,23.25845000000001
LA27WA,4,29.091999999999985
LA27WA,5,29.495400000000018
LA27WA,6,53.81188
LA27WA,7,25.988
LA27WA,8,51.77369999999999
LA27WA,9,89.77587
LA27WA,10,67.15241
LA27WA,11,35.8219
LA27WA,12,35.44706000000002
LA27WA,13,30.873899999999992
LA27WA,14,16.82910000000004
LA27WA,15,68.16239999999999
LA27WA,16,15.418799999999976
LA27WA,17,2.8765999999999963
LA27WA,18,17.714500000000015
LA27WA,19,3.428799999999967
LA27WA,20,24.658300000000004
LA27WA,21,164.62429999999998
LA27WA,22,4.4442000000000235
le19he,3,21.10832
le19he,4,107.3734
le19he,5,60.138000000000005
le19he,6,131.81208
le19he,7,8.631100000000004
le19he,8,2.0622999999999934
le19he,9,9.178899999999999
le19he,10,63.92920000000004
le19he,11,134.67403000000002
le19he,12,112.17813000000001
le19he,13,49.37387000000001
le19he,14,30.245400000000018
le19he,15,95.076
le19he,16,71.12389999999999
le19he,17,49.79199999999997
le19he,18,47.39130999999999
le19he,19,128.18545999999998
le19he,20,104.65229
le19he,21,14.402899999999988
le19he,22,5.855799999999988
le28ed,3,60.0239
le28ed,4,93.21195
le28ed,5,21.092014
le28ed,6,75.94709999999998
le28ed,7,24.137599999999992
le28ed,8,51.425700000000006
le28ed,9,34.15244
le28ed,10,102.57596999999998
le28ed,11,65.49164999999999
le28ed,12,51.40469999999999
le28ed,13,18.394200000000012
le28ed,14,48.72810000000001
le28ed,15,74.17659999999998
le28ed,16,41.061980000000005
le28ed,17,133.31869999999998
le28ed,18,13.071200000000033
le28ed,19,163.47610000000003
le28ed,20,70.22920000000002
le28ed,21,25.164500000000004
le28ed,22,54.34140999999998
LU15CR,3,38.673869999999965
LU15CR,4,31.85836
LU15CR,5,82.77413
LU15CR,6,8.055700000000002
LU15CR,7,73.0738
LU15CR,8,16.69140999999999
LU15CR,9,39.13550000000001
LU15CR,10,58.428100000000015
LU15CR,11,17.587999999999994
LU15CR,12,18.25290000000001
LU15CR,13,72.36188000000001
LU15CR,14,38.02340000000001
LU15CR,15,7.2812999999999874
LU15CR,16,31.695400000000006
LU15CR,17,7.8080099999999995
LU15CR,18,1.7787000000000148
LU15CR,19,53.90228
LU15CR,20,64.51230000000001
LU15CR,21,7.470799999999997
LU15CR,22,12.574200000000005
LU16WA,3,5.458400000000005
LU16WA,4,30.635400000000004
LU16WA,5,15.341963999999999
LU16WA,6,7.4585400000000135
LU16WA,7,4.902349999999998
LU16WA,8,17.04419999999999
LU16WA,9,14.971899999999977
LU16WA,10,19.473399999999998
LU16WA,11,7.8262000000000285
LU16WA,12,12.72120000000001
LU16WA,13,22.17584
LU16WA,14,16.331200000000024
LU16WA,15,14.029100000000028
LU16WA,16,12.85469999999998
LU16WA,17,13.324000000000012
LU16WA,18,5.8755999999999915
LU16WA,19,1.8029000000000224
LU16WA,20,5.362300000000005
LU16WA,21,3.211999999999989
LU16WA,22,3.0380499999999984
LU25MA,3,86.22379999999998
LU25MA,4,1.7087100000000106
LU25MA,5,18.1025
LU25MA,6,79.56198
LU25MA,7,3.747099999999989
LU25MA,8,22.021899999999988
LU25MA,9,45.74180000000001
LU25MA,10,179.76245
LU25MA,11,161.87338
LU25MA,12,103.70835
LU25MA,13,35.56199999999998
LU25MA,14,9.964500000000015
LU25MA,15,82.71883000000003
LU25MA,16,8.029200000000003
LU25MA,17,169.7257
LU25MA,18,7.571200000000033
LU25MA,19,4.0557999999999765
LU25MA,20,48.94550000000001
LU25MA,21,54.67403
LU25MA,22,38.62401
MA14BL,3,76.12920000000003
MA14BL,4,161.83547
MA14BL,5,108.52389
MA14BL,6,134.17807000000002
MA14BL,7,92.97399999999999
MA14BL,8,148.06239
MA14BL,9,52.374269999999996
MA14BL,10,100.84710999999999
MA14BL,11,106.4881
MA14BL,12,46.15799
MA14BL,13,170.18821999999997
MA14BL,14,4.704599999999999
MA14BL,15,138.82336
MA14BL,16,28.924090000000007
MA14BL,17,87.64130999999999
MA14BL,18,22.718799999999987
MA14BL,19,141.90249
MA14BL,20,37.85579999999999
MA14BL,21,46.87880000000001
MA14BL,22,14.591619999999992
MA21SA,3,6.164500000000004
MA21SA,4,70.14760999999999
MA21SA,5,35.873959999999954
MA21SA,6,30.976699999999965
MA21SA,7,17.79430000000002
MA21SA,8,33.44713999999999
MA21SA,9,70.16188
MA21SA,10,35.05459999999999
MA21SA,11,51.129200000000026
MA21SA,12,61.612599999999986
MA21SA,13,1.8257000000000119
MA21SA,14,39.54141
MA21SA,15,58.62810000000002
MA21SA,16,45.708380000000005
MA21SA,17,69.12389999999999
MA21SA,18,24.007990000000003
MA21SA,19,10.831200000000024
MA21SA,20,66.67597
MA21SA,21,13.478799999999978
MA21SA,22,11.087900000000019
ma26pa,3,25.344299999999976
ma26pa,4,10.361980000000003
ma26pa,5,27.674300000000002
ma26pa,6,52.52395999999999
ma26pa,7,26.47659999999999
ma26pa,8,33.49761000000001
ma26pa,9,134.4688
ma26pa,10,20.142111
ma26pa,11,3.5281999999999982
ma26pa,12,50.325919
ma26pa,13,20.337999999999994
ma26pa,14,13.179200000000037
ma26pa,15,65.51450000000003
ma26pa,16,57.428830000000005
ma26pa,17,33.54714000000001
ma26pa,18,12.995400000000018
