Subject,Trial,Estimation Error
ma26pa,19,52.608351
ma26pa,20,87.08759999999998
ma26pa,21,45.74140999999999
ma26pa,22,25.076099999999997
MI23GO,3,60.4238
MI23GO,4,18.928000000000026
MI23GO,5,84.08109999999999
MI23GO,6,152.56242
MI23GO,7,44.99725999999998
MI23GO,8,123.02596999999997
MI23GO,9,50.854699999999994
MI23GO,10,14.673300000000012
MI23GO,11,25.787989999999994
MI23GO,12,102.808
MI23GO,13,10.429200000000037
MI23GO,14,7.844200000000001
MI23GO,15,26.473929999999996
MI23GO,16,75.47569999999999
MI23GO,17,2.9787999999999784
MI23GO,18,5.858670000000004
MI23GO,19,86.09761000000003
MI23GO,20,14.864599999999996
MI23GO,21,75.54165
MI23GO,22,103.51195999999999
MO31OC,3,146.21233
MO31OC,4,12.741730000000004
MO31OC,5,32.50221
MO31OC,6,39.541309999999996
MO31OC,7,83.36188000000001
MO31OC,8,42.77404999999999
MO31OC,9,30.32378
MO31OC,10,2.0257000000000005
MO31OC,11,60.77820000000001
MO31OC,12,35.8047
MO31OC,13,3.1970999999999776
MO31OC,14,20.488
MO31OC,15,13.20580000000001
MO31OC,16,49.27920000000003
MO31OC,17,44.87389999999999
MO31OC,18,90.1355
MO31OC,19,0.6288000000000125
MO31OC,20,6.231299999999976
MO31OC,21,25.17659999999998
MO31OC,22,56.90799
NI23DI,3,122.82426
NI23DI,4,11.871199999999988
NI23DI,5,59.62810000000002
NI23DI,6,84.0453
NI23DI,7,28.7312
NI23DI,8,82.2355
NI23DI,9,82.00834999999995
NI23DI,10,44.53800000000001
NI23DI,11,66.12387000000001
NI23DI,12,64.77910000000003
NI23DI,13,93.22403000000001
NI23DI,14,165.41231
NI23DI,15,60.89140999999999
NI23DI,16,8.05799
NI23DI,17,19.461979999999997
NI23DI,18,18.17610000000002
NI23DI,19,5.855799999999988
NI23DI,20,51.7234
NI23DI,21,69.75236999999998
NI23DI,22,69.74705999999998
NO26TH,3,17.0557
NO26TH,4,5.058540000000008
NO26TH,5,34.011979999999994
NO26TH,6,66.9125
NO26TH,7,39.375919999999994
NO26TH,8,32.72810000000001
NO26TH,9,62.62350000000001
NO26TH,10,9.392009999999999
NO26TH,11,36.026099999999985
NO26TH,12,5.795400000000001
NO26TH,13,179.17569999999998
NO26TH,14,1.5582600000000042
NO26TH,15,76.79708
NO26TH,16,17.912000000000006
NO26TH,17,41.9523
NO26TH,18,58.82392999999996
NO26TH,19,30.68549999999999
NO26TH,20,33.768749000000014
NO26TH,21,27.47879999999998
NO26TH,22,27.429100000000034
OL08JO,3,3.3442000000000007
OL08JO,4,10.892009999999999
OL08JO,5,3.302389999999999
OL08JO,6,37.47397000000001
OL08JO,7,1.921199999999999
OL08JO,8,172.36237
OL08JO,9,30.826099999999997
OL08JO,10,5.128000000000014
OL08JO,11,9.52340000000001
OL08JO,12,154.37570000000002
OL08JO,13,34.55459999999999
OL08JO,14,10.352899999999977
OL08JO,15,22.412000000000006
OL08JO,16,15.50833
OL08JO,17,9.18119999999999
OL08JO,18,1.7879199999999997
OL08JO,19,5.908620000000013
OL08JO,20,7.879200000000026
OL08JO,21,0.7239000000000146
OL08JO,22,39.435599999999994
PA24MA,3,33.20241
PA24MA,4,130.524283
PA24MA,5,43.829200000000014
PA24MA,6,73.67597
PA24MA,7,108.43548
PA24MA,8,2.68119999999999
PA24MA,9,14.991989
PA24MA,10,0.5414599999999865
PA24MA,11,41.873940000000005
PA24MA,12,26.22879999999998
PA24MA,13,12.447099999999978
PA24MA,14,34.7766
PA24MA,15,11.95580000000001
PA24MA,16,174.6623
PA24MA,17,55.4239
PA24MA,18,33.511979999999994
PA24MA,19,40.30839
PA24MA,20,107.50453999999999
PA24MA,21,117.96198
PA24MA,22,95.27180000000001
pi14me,3,55.17920000000004
pi14me,4,59.86197999999999
pi14me,5,26.402459999999998
pi14me,6,122.41865999999999
pi14me,7,2.2970000000000255
pi14me,8,62.691410000000005
pi14me,9,101.87597
pi14me,10,35.873400000000004
pi14me,11,69.72189999999998
pi14me,12,24.1558
pi14me,13,97.22422
pi14me,14,88.63539999999999
pi14me,15,66.47379999999998
pi14me,16,62.05835000000002
pi14me,17,0.19198000000000093
pi14me,18,61.512
pi14me,19,97.43769999999998
pi14me,20,8.678799999999967
pi14me,21,124.34550000000002
pi14me,22,0.4239000000000033
RA16WO,3,9.988
RA16WO,4,4.891409999999993
RA16WO,5,21.43119999999999
RA16WO,6,59.44722999999999
RA16WO,7,22.711979999999997
RA16WO,8,4.771200000000022
RA16WO,9,34.5282
RA16WO,10,10.562399999999997
RA16WO,11,9.29419999999999
RA16WO,12,61.8047
RA16WO,13,11.874300000000005
RA16WO,14,10.30829
RA16WO,15,45.27598
RA16WO,16,1.6206999999999994
RA16WO,17,19.02340000000001
RA16WO,18,21.442006
RA16WO,19,53.32392999999996
RA16WO,20,51.28559999999999
RA16WO,21,35.852309999999996
RA16WO,22,13.126100000000008
RA28CH,3,28.829300000000018
RA28CH,4,7.394200000000012
RA28CH,5,122.21217999999999
RA28CH,6,86.47596999999996
RA28CH,7,12.238100000000003
RA28CH,8,52.8125
RA28CH,9,91.49770999999998
RA28CH,10,29.578000000000003
RA28CH,11,60.11449999999999
RA28CH,12,16.142062
RA28CH,13,15.741309999999999
RA28CH,14,34.44706000000002
RA28CH,15,33.52340000000001
RA28CH,16,51.258379000000005
RA28CH,17,161.92409999999998
RA28CH,18,134.6188
RA28CH,19,2.1259000000000015
RA28CH,20,6.221299999999985
RA28CH,21,38.94550000000001
RA28CH,22,15.274000000000001
RE19KA,3,1.7259299999999982
RE19KA,4,40.89130999999999
RE19KA,5,25.247131000000024
RE19KA,6,0.5123999999999853
RE19KA,7,7.074299999999994
RE19KA,8,45.929100000000034
RE19KA,9,18.692023
RE19KA,10,2.4120300000000015
RE19KA,11,53.10236
RE19KA,12,47.37389999999999
RE19KA,13,32.47390999999999
RE19KA,14,22.923400000000015
RE19KA,15,53.0454
RE19KA,16,24.287900000000008
RE19KA,17,8.5942
RE19KA,18,1.5312000000000126
RE19KA,19,3.6218999999999824
RE19KA,20,22.62130000000002
RE19KA,21,45.535499999999985
RE19KA,22,9.858339999999998
SA10YA,3,35.221299999999985
SA10YA,4,38.808049999999994
SA10YA,5,16.277459999999998
SA10YA,6,3.055999999999983
SA10YA,7,82.04928
SA10YA,8,61.93539999999999
SA10YA,9,23.345200000000006
SA10YA,10,5.0937999999999874
SA10YA,11,27.738
SA10YA,12,56.97403
SA10YA,13,15.703000000000003
SA10YA,14,19.570799999999963
SA10YA,15,21.026600000000002
SA10YA,16,41.31631
SA10YA,17,2.408380000000001
SA10YA,18,10.626100000000008
SA10YA,19,40.523799999999994
SA10YA,20,3.877900000000011
SA10YA,21,19.236980000000003
SA10YA,22,63.16229999999999
SH01GU,3,7.331200000000024
SH01GU,4,7.7524000000000015
SH01GU,5,35.124340000000004
SH01GU,6,22.45832
SH01GU,7,112.78760000000003
SH01GU,8,40.44200000000001
SH01GU,9,4.705800000000011
SH01GU,10,113.31198
SH01GU,11,111.43545999999999
SH01GU,12,24.99131
SH01GU,13,51.80290000000002
SH01GU,14,73.7234
SH01GU,15,34.524100000000004
SH01GU,16,56.6739
SH01GU,17,6.728799999999978
SH01GU,18,25.495400000000018
SH01GU,19,100.27796000000001
SH01GU,20,58.07389999999998
SH01GU,21,23.087999999999994
SH01GU,22,40.97920000000002
SI14GA,3,56.34710000000001
SI14GA,4,70.50235
SI14GA,5,31.108320000000003
SI14GA,6,63.87432
SI14GA,7,5.658000000000001
SI14GA,8,26.92659999999998
SI14GA,9,38.79141
SI14GA,10,34.4239
SI14GA,11,141.8954
SI14GA,12,45.27920000000003
SI14GA,13,7.494199999999978
SI14GA,14,64.27387999999996
SI14GA,15,90.1355
SI14GA,16,26.138000000000005
SI14GA,17,76.23760000000001
SI14GA,18,32.888000000000005
SI14GA,19,13.628800000000012
SI14GA,20,67.96883000000003
SI14GA,21,131.17403000000002
SI14GA,22,34.27810000000002
SO12RI,3,31.802900000000022
SO12RI,4,14.281299999999987
SO12RI,5,80.07389999999998
SO12RI,6,15.837600000000009
SO12RI,7,69.02391999999998
SO12RI,8,43.77120000000002
SO12RI,9,12.723399999999998
SO12RI,10,76.37910000000002
SO12RI,11,58.99140999999999
SO12RI,12,68.0856
SO12RI,13,49.60834
SO12RI,14,22.842
SO12RI,15,11.994199999999978
SO12RI,16,23.91198
SO12RI,17,76.0781
SO12RI,18,133.34539999999998
SO12RI,19,54.03800000000001
SO12RI,20,70.95242999999999
SO12RI,21,113.07403000000001
SO12RI,22,71.3243
su03ni,3,24.175909999999995
su03ni,4,41.573890000000006
su03ni,5,106.1355
su03ni,6,101.02669999999998
su03ni,7,59.9624
su03ni,8,70.45230000000001
su03ni,9,48.37389999999999
su03ni,10,34.34140999999998
su03ni,11,41.37910000000002
su03ni,12,9.194099999999992
su03ni,13,4.8711999999999875
su03ni,14,2.375699999999995
su03ni,15,113.60455999999999
su03ni,16,45.811980000000005
su03ni,17,64.52820000000001
su03ni,18,53.508392
su03ni,19,7.208000000000002
su03ni,20,26.647077000000024
su03ni,21,0.5185999999999922
su03ni,22,34.888000000000005
TA21CA,3,59.9238
TA21CA,4,57.558040000000005
TA21CA,5,54.93809999999999
TA21CA,6,60.59140999999998
TA21CA,7,74.9734
TA21CA,8,67.57830000000001
TA21CA,9,98.7242
TA21CA,10,107.72403000000001
TA21CA,11,5.428699999999992
TA21CA,12,11.78140000000002
TA21CA,13,83.75238999999999
TA21CA,14,16.005800000000022
TA21CA,15,1.262200000000007
TA21CA,16,48.504599999999996
TA21CA,17,23.00279999999998
TA21CA,18,78.37920000000003
TA21CA,19,67.02389
TA21CA,20,55.63550000000001
TA21CA,21,38.16198
TA21CA,22,32.05829
TA26FU,3,142.75865000000002
TA26FU,4,85.57920000000001
TA26FU,5,58.823930000000004
TA26FU,6,99.74430000000001
TA26FU,7,31.274299999999997
TA26FU,8,69.34199999999998
TA26FU,9,133.42352
TA26FU,10,99.7739
TA26FU,11,23.10300000000001
TA26FU,12,93.9881
TA26FU,13,36.818850999999995
TA26FU,14,141.40229
TA26FU,15,175.28802
TA26FU,16,141.53545
TA26FU,17,113.52389999999997
TA26FU,18,20.895399999999995
TA26FU,19,150.01223
TA26FU,20,81.59140999999998
TA26FU,21,72.0788
TA26FU,22,128.37808
TA26LE,3,29.828100000000006
TA26LE,4,28.824160000000006
TA26LE,5,34.14157
TA26LE,6,1.3587200000000053
TA26LE,7,66.74723
TA26LE,8,32.84540000000001
TA26LE,9,32.961780000000005
TA26LE,10,70.32340000000002
TA26LE,11,14.928699999999992
TA26LE,12,18.126100000000008
TA26LE,13,8.170699999999954
TA26LE,14,3.908070000000002
TA26LE,15,46.2759
TA26LE,16,21.164500000000004
TA26LE,17,0.3188000000000102
TA26LE,18,12.302439999999997
TA26LE,19,46.18800000000002
TA26LE,20,20.075700000000012
TA26LE,21,12.9058
TA26LE,22,2.6877000000000066
TE03ZA,3,28.25833
TE03ZA,4,47.579200000000014
TE03ZA,5,1.247099999999989
TE03ZA,6,23.128800000000012
TE03ZA,7,33.37599
TE03ZA,8,106.2355
TE03ZA,9,167.9243
TE03ZA,10,54.07389999999998
TE03ZA,11,58.94420000000002
TE03ZA,12,40.762399999999985
TE03ZA,13,79.82340000000002
TE03ZA,14,118.51881
TE03ZA,15,44.7046
TE03ZA,16,99.57812000000001
TE03ZA,17,62.04141
TE03ZA,18,33.341999999999985
TE03ZA,19,102.512
TE03ZA,20,72.67390999999998
TE03ZA,21,28.988
TE03ZA,22,81.70239000000001
TE25EL,3,10.473399999999998
TE25EL,4,1.8707999999999743
TE25EL,5,4.345400000000012
TE25EL,6,26.52391
TE25EL,7,12.605799999999988
TE25EL,8,53.06449999999998
TE25EL,9,106.7218
TE25EL,10,7.125699999999995
TE25EL,11,0.2237999999999829
TE25EL,12,12.397100000000023
TE25EL,13,14.337999999999994
TE25EL,14,19.675919999999998
TE25EL,15,4.458300000000001
TE25EL,16,2.308620000000005
TE25EL,17,0.9619399999999985
TE25EL,18,1.2187999999999874
TE25EL,19,2.6976600000000026
TE25EL,20,5.8788000000000125
TE25EL,21,1.5920099999999984
TE25EL,22,12.812399999999997
TE30GO,3,17.811980000000005
TE30GO,4,92.0855
TE30GO,5,35.54199999999997
TE30GO,6,54.36189999999999
TE30GO,7,47.99540000000002
TE30GO,8,48.9734
TE30GO,9,70.22379999999998
TE30GO,10,79.75228999999999
TE30GO,11,115.02403
TE30GO,12,9.697099999999978
TE30GO,13,15.808370000000004
TE30GO,14,69.02384999999998
TE30GO,15,8.531200000000013
TE30GO,16,1.7287000000000035
TE30GO,17,95.77801000000001
TE30GO,18,13.005800000000022
TE30GO,19,58.39140999999999
TE30GO,20,70.02414999999999
TE30GO,21,155.71236
TE30GO,22,59.67920000000004
TV10PA,3,0.6122000000000014
TV10PA,4,25.37360000000001
TV10PA,5,39.01868000000002
TV10PA,6,4.125799999999998
TV10PA,7,33.27370000000002
TV10PA,8,28.79141
TV10PA,9,46.4281
TV10PA,10,45.07880000000003
TV10PA,11,69.04718000000003
TV10PA,12,5.105799999999988
TV10PA,13,40.2584
TV10PA,14,39.81219999999999
TV10PA,15,122.12402999999999
TV10PA,16,46.552389999999995
TV10PA,17,37.874030000000005
TV10PA,18,15.811580000000006
TV10PA,19,12.528700000000015
TV10PA,20,16.10811
TV10PA,21,79.4354
TV10PA,22,83.80451
VA17HA,3,66.99716999999998
VA17HA,4,25.5711
VA17HA,5,57.02920000000003
VA17HA,6,5.7812000000000126
VA17HA,7,60.578100000000006
VA17HA,8,53.557990000000004
VA17HA,9,80.66206
VA17HA,10,55.77394999999996
VA17HA,11,57.258354000000004
VA17HA,12,165.5758
VA17HA,13,66.88559999999998
VA17HA,14,47.82389999999998
VA17HA,15,46.82340000000002
VA17HA,16,4.205699999999979
VA17HA,17,112.72403000000001
VA17HA,18,157.11223999999999
VA17HA,19,43.104600000000005
VA17HA,20,21.837950000000006
VA17HA,21,74.70249000000001
VA17HA,22,31.69140999999999
VA25JI,3,24.597388000000024
VA25JI,4,55.42433
VA25JI,5,55.72408999999999
VA25JI,6,98.6623
VA25JI,7,5.1188000000000216
VA25JI,8,8.77879999999999
VA25JI,9,8.475999999999999
VA25JI,10,11.658040000000003
VA25JI,11,46.312
VA25JI,12,9.82340000000002
VA25JI,13,17.295500000000004
VA25JI,14,28.038110000000003
VA25JI,15,23.70241
VA25JI,16,9.464500000000015
VA25JI,17,0.6243000000000052
VA25JI,18,42.87810000000002
VA25JI,19,5.355700000000013
VA25JI,20,17.608490000000003
VA25JI,21,2.779100000000028
VA25JI,22,6.691760000000002
XI03ME,3,77.642
XI03ME,4,93.0855
XI03ME,5,83.6739
XI03ME,6,55.425984
XI03ME,7,80.9624
XI03ME,8,18.354600000000005
XI03ME,9,35.738
XI03ME,10,40.058400000000006
XI03ME,11,12.944200000000023
XI03ME,12,162.22661
XI03ME,13,31.29761000000002
XI03ME,14,38.523889999999994
XI03ME,15,137.2188
XI03ME,16,4.637929999999997
XI03ME,17,87.87920000000003
XI03ME,18,35.308550000000004
XI03ME,19,64.42110000000002
XI03ME,20,1.8281000000000063
XI03ME,21,14.124300000000005
XI03ME,22,68.09710999999999
XI31SH,3,13.444099999999992
XI31SH,4,36.30827
XI31SH,5,23.481299999999976
XI31SH,6,4.320699999999988
XI31SH,7,23.776099999999985
XI31SH,8,16.091409999999996
XI31SH,9,6.321200000000033
XI31SH,10,14.514600000000002
XI31SH,11,49.29712000000001
XI31SH,12,17.661879999999996
XI31SH,13,33.145399999999995
XI31SH,14,6.342009999999998
XI31SH,15,10.021899999999988
XI31SH,16,19.602289999999996
XI31SH,17,49.28800000000001
XI31SH,18,7.174300000000002
XI31SH,19,47.82599
XI31SH,20,3.473399999999998
XI31SH,21,14.73769999999999
XI31SH,22,20.12388199999998
YI11LI,3,8.728700000000003
YI11LI,4,156.66244
YI11LI,5,50.628000000000014
YI11LI,6,18.611980000000003
YI11LI,7,12.162000000000006
YI11LI,8,62.62390999999997
YI11LI,9,19.047621
YI11LI,10,128.974372
YI11LI,11,65.87920000000003
YI11LI,12,42.29141
YI11LI,13,5.097100000000012
YI11LI,14,11.444200000000023
YI11LI,15,68.1738
YI11LI,16,70.69550000000001
YI11LI,17,50.57403000000001
YI11LI,18,62.085499999999996
YI11LI,19,17.691720000000004
YI11LI,20,65.46877999999998
YI11LI,21,17.458000000000002
YI11LI,22,22.373400000000004
